Price,Close,High,Low,Open,Volume
Ticker,OTGLF,OTGLF,OTGLF,OTGLF,OTGLF
Date,,,,,
2017-04-12,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,600
2017-04-13,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-04-17,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-04-18,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-04-19,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-04-20,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-04-21,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-04-24,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-04-25,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-04-26,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-04-27,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-04-28,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-01,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-02,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-03,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-04,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-05,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-08,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-09,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-10,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-11,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-12,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-15,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-16,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-17,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-18,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-19,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-22,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-23,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-24,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-25,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-26,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-30,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-05-31,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-01,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-02,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-05,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-06,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-07,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-08,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-09,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-12,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-13,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-14,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-15,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-16,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-19,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-20,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-21,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-22,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-23,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-26,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-27,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-28,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-29,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-06-30,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-07-03,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-07-05,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-07-06,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-07-07,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-07-10,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-07-11,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-07-12,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-07-13,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-07-14,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
2017-07-17,15.570500373840332,15.570500373840332,15.570500373840332,15.570500373840332,0
